TRIAL,time,InitialValue,GrowthRate,Population
1,0,36.46684060720727,0.07015905223728625,36.46684060720727
1,1,36.46684060720727,0.07015905223728625,39.106841337903326
1,2,36.46684060720727,0.07015905223728625,41.9371593054761
1,3,36.46684060720727,0.07015905223728625,44.971393847611374
1,4,36.46684060720727,0.07015905223728625,48.22409798888257
1,5,36.46684060720727,0.07015905223728625,51.71084260946401
1,6,36.46684060720727,0.07015905223728625,55.448284521756726
1,7,36.46684060720727,0.07015905223728625,59.45423862950119
1,8,36.46684060720727,0.07015905223728625,63.74775434115922
1,9,36.46684060720727,0.07015905223728625,68.34919640425029
1,10,36.46684060720727,0.07015905223728625,73.28033031949111
1,11,36.46684060720727,0.07015905223728625,78.56441248251724
1,12,36.46684060720727,0.07015905223728625,84.22628518610476
1,13,36.46684060720727,0.07015905223728625,90.29247659652113
1,14,36.46684060720727,0.07015905223728625,96.7913057932078
1,15,36.46684060720727,0.07015905223728625,103.75299293063287
1,16,36.46684060720727,0.07015905223728625,111.20977454395414
1,17,36.46684060720727,0.07015905223728625,119.19602397511512
1,18,36.46684060720727,0.07015905223728625,127.74837684205626
1,19,36.46684060720727,0.07015905223728625,136.9058614096619
1,20,36.46684060720727,0.07015905223728625,146.71003364555907
1,21,36.46684060720727,0.07015905223728625,157.20511665551524
1,22,36.46684060720727,0.07015905223728625,168.43814409041258
1,23,36.46684060720727,0.07015905223728625,180.45910699797304
1,24,36.46684060720727,0.07015905223728625,193.32110345585272
1,25,36.46684060720727,0.07015905223728625,207.08049016662886
1,26,36.46684060720727,0.07015905223728625,221.79703501774472
1,27,36.46684060720727,0.07015905223728625,237.53406940883272
1,28,36.46684060720727,0.07015905223728625,254.35863892323243
1,29,36.46684060720727,0.07015905223728625,272.3416506683078
1,30,36.46684060720727,0.07015905223728625,291.5580153288937
1,31,36.46684060720727,0.07015905223728625,312.08678166872255
1,32,36.46684060720727,0.07015905223728625,334.01126087528576
1,33,36.46684060720727,0.07015905223728625,357.4191377741524
1,34,36.46684060720727,0.07015905223728625,382.4025655399361
1,35,36.46684060720727,0.07015905223728625,409.0582401044989
1,36,36.46684060720727,0.07015905223728625,437.48745001145625
1,37,36.46684060720727,0.07015905223728625,467.79609699395064
1,38,36.46684060720727,0.07015905223728625,500.09468206614326
1,39,36.46684060720727,0.07015905223728625,534.4982514262315
1,40,36.46684060720727,0.07015905223728625,571.1262959808121
1,41,36.46684060720727,0.07015905223728625,610.1025978307217
1,42,36.46684060720727,0.07015905223728625,651.5550166238991
1,43,36.46684060720727,0.07015905223728625,695.6152083016975
1,44,36.46684060720727,0.07015905223728625,742.4182684655441
1,45,36.46684060720727,0.07015905223728625,792.1022923989384
1,46,36.46684060720727,0.07015905223728625,844.8078437275677
1,47,36.46684060720727,0.07015905223728625,900.6773238235647
1,48,36.46684060720727,0.07015905223728625,959.8542343978698
1,49,36.46684060720727,0.07015905223728625,1022.4823263191188
