Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected
66	3.84378	0.75563	1	1.17771	1.36028	1.54319	1.72198	1.89246	2.05093	2.19434	2.32031	2.42722	2.51415	2.58083	2.62756	2.65513	2.66466	2.65758	2.63549	2.60009	2.5531	2.49624	2.43115	2.3594	2.2824	2.20148	2.1178	2.03239	1.94618	1.85992	1.7743	1.68985	1.60705	1.52625	1.44775	1.37178	1.29849	1.228	1.16039	1.09569	1.03389	0.974985	0.918927	0.865657	0.815104	0.767188	0.72182	0.678905	0.638346	0.600044	0.563898	0.529809	0.497679	0.46741	0.438907	0.41208	0.386839	0.363098	0.340776	0.319793	0.300074	0.281547	0.264144	0.2478	0.232452	0.218042	0.204515	0.191819	0.179903	0.168721	0.158228	0.148383	0.139147	0.130483	0.122355	0.114731	0.10758	0.100873	0.0945824	0.088683	0.0831506	0.0779623	0.073097	0.0685347	0.0642566	0.0602451	0.0564836	0.0529566	0.0496496	0.0465488	0.0436415	0.0409156	0.0383598	0.0359636	0.0337169	0.0316104	0.0296355	0.0277839	0.026048	0.0244204	0.0228946	0.021464	0.0201228	0.0188653	0.0176864	0.0165812	0.015545	0.0145736	0.0136628	0.012809	0.0120085	0.011258	0.0105545	0.00989486	0.00927647	0.00869673	0.00815321	0.00764366	0.00716595	0.00671809	0.00629823	0.0059046	0.00553557	0.00518961	0.00486527	0.00456119	0.00427612	0.00400887	0.00375832	0.00352343	0.00330322	0.00309677	0.00290322	0.00272177	0.00255166	0.00239219	0.00224268	0.00210251	0.0019711	0.00184791	0.00173242	0.00162414	0.00152263	0.00142747	0.00133825	0.00125461	0.0011762	0.00110269	0.00103377	0.000969158	0.000908586	0.000851799	0.000798562	0.000748652	0.000701861	0.000657995	0.00061687	0.000578316	0.000542171	0.000508285	0.000476518	0.000446735	0.000418814
67	3.2678	0.0622303	1	1.14172	1.3017	1.48204	1.68504	1.91322	2.16935	2.45643	2.77775	3.13691	3.53779	3.98462	4.48198	5.03482	5.64848	6.32874	7.08178	7.91425	8.8333	9.84654	10.9621	12.1887	13.5355	15.0124	16.6296	18.3982	20.3297	22.4361	24.7303	27.2254	29.9355	32.8749	36.0587	39.5022	43.2214	47.2326	51.5526	56.1982	61.1868	66.5356	72.2619	78.3829	84.9157	91.8767	99.2821	107.147	115.486	124.313	133.64	143.476	153.831	164.712	176.123	188.065	200.539	213.539	227.06	241.09	255.615	270.616	286.071	301.954	318.233	334.873	351.835	369.073	386.541	404.185	421.949	439.773	457.596	475.35	492.969	510.382	527.52	544.31	560.682	576.566	591.893	606.596	620.612	633.88	646.344	657.953	668.659	678.423	687.207	694.984	701.729	707.427	712.066	715.643	718.159	719.622	720.046	719.449	717.855	715.292	711.792	707.391	702.128	696.046	689.187	681.598	673.325	664.417	654.922	644.888	634.365	623.399	612.039	600.33	588.317	576.043	563.551	550.88	538.069	525.153	512.169	499.147	486.119	473.113	460.156	447.271	434.483	421.81	409.274	396.89	384.674	372.64	360.801	349.167	337.749	326.554	315.589	304.86	294.373	284.131	274.136	264.391	254.897	245.655	236.664	227.924	219.433	211.19	203.192	195.436	187.919	180.639	173.59	166.77	160.174	153.798	147.637	141.686	135.942	130.398	125.051	119.895	114.925
68	1.98837	0.109722	1	1.06176	1.12552	1.19122	1.25878	1.32811	1.39912	1.47169	1.54571	1.62106	1.69761	1.77522	1.85373	1.933	2.01287	2.09316	2.17371	2.25435	2.33489	2.41515	2.49496	2.57413	2.65248	2.72982	2.80598	2.88077	2.95403	3.02558	3.09525	3.16289	3.22833	3.29144	3.35206	3.41007	3.46534	3.51776	3.56721	3.61359	3.65683	3.69684	3.73354	3.76689	3.79684	3.82334	3.84638	3.86592	3.88197	3.89452	3.90359	3.90919	3.91137	3.91015	3.90559	3.89773	3.88665	3.8724	3.85507	3.83474	3.8115	3.78543	3.75665	3.72525	3.69133	3.65501	3.6164	3.57561	3.53276	3.48797	3.44136	3.39304	3.34314	3.29177	3.23906	3.18512	3.13008	3.07403	3.01711	2.95941	2.90105	2.84214	2.78277	2.72305	2.66307	2.60294	2.54273	2.48254	2.42245	2.36254	2.30289	2.24356	2.18463	2.12615	2.0682	2.01083	1.95409	1.89802	1.84269	1.78812	1.73436	1.68145	1.62941	1.57828	1.52807	1.47882	1.43054	1.38325	1.33696	1.29169	1.24745	1.20424	1.16206	1.12092	1.08082	1.04176	1.00374	0.966739	0.930765	0.895808	0.861856	0.8289	0.796929	0.765929	0.735886	0.706787	0.678616	0.651357	0.624993	0.599508	0.574882	0.5511	0.528141	0.505988	0.484622	0.464022	0.444171	0.42505	0.406637	0.388916	0.371866	0.355468	0.339703	0.324553	0.309999	0.296023	0.282606	0.26973	0.257378	0.245533	0.234178	0.223296	0.21287	0.202885	0.193324	0.184174	0.175418	0.167043	0.159033	0.151376	0.144058	0.137066	0.130386
69	2.59278	0.524231	1	1.09953	1.19729	1.29186	1.38192	1.46629	1.54392	1.61399	1.67582	1.72894	1.77307	1.80809	1.83406	1.85116	1.8597	1.8601	1.85285	1.83851	1.81768	1.79099	1.75907	1.72258	1.68212	1.63831	1.59173	1.54292	1.49238	1.44059	1.38798	1.33492	1.28176	1.22882	1.17635	1.1246	1.07376	1.024	0.975467	0.928265	0.882489	0.838207	0.795471	0.754313	0.714752	0.676796	0.640438	0.605665	0.572454	0.540777	0.510599	0.481881	0.45458	0.428652	0.404049	0.380724	0.358626	0.337705	0.317913	0.2992	0.281517	0.264816	0.249051	0.234176	0.220147	0.206921	0.194457	0.182715	0.171656	0.161245	0.151445	0.142224	0.133549	0.125391	0.117719	0.110506	0.103726	0.0973549	0.091368	0.0857431	0.0804593	0.0754965	0.0708357	0.0664592	0.0623499	0.0584919	0.0548703	0.0514708	0.0482801	0.0452856	0.0424754	0.0398384	0.0373639	0.0350423	0.032864	0.0308204	0.0289033	0.0271048	0.0254178	0.0238353	0.022351	0.0209588	0.019653	0.0184283	0.0172797	0.0162025	0.0151923	0.0142449	0.0133565	0.0125233	0.0117421	0.0110094	0.0103225	0.00967827	0.00907422	0.00850782	0.00797673	0.00747876	0.00701183	0.00657403	0.00616354	0.00577865	0.00541778	0.00507943	0.00476219	0.00446475	0.00418588	0.00392441	0.00367927	0.00344943	0.00323394	0.00303191	0.00284249	0.00266491	0.00249841	0.00234231	0.00219596	0.00205876	0.00193012	0.00180952	0.00169645	0.00159045	0.00149106	0.00139789	0.00131054	0.00122864	0.00115187	0.00107989	0.0010124	0.000949135	0.000889821	0.000834214	0.000782081	0.000733206	0.000687385	0.000644427	0.000604153	0.000566397	0.000530999	0.000497814	0.000466703	0.000437535	0.000410191
70	2.24951	0.861562	1	1.07808	1.14593	1.20257	1.24752	1.28072	1.30251	1.31352	1.31458	1.30668	1.29087	1.26825	1.23988	1.20679	1.16992	1.13015	1.08827	1.04496	1.00081	0.956347	0.911997	0.86812	0.825008	0.782896	0.741968	0.702363	0.664182	0.627494	0.592342	0.558746	0.526707	0.496212	0.467238	0.439748	0.413702	0.389053	0.36575	0.343741	0.32297	0.303382	0.284921	0.267533	0.251164	0.235761	0.221272	0.20765	0.194844	0.182812	0.171507	0.160889	0.150919	0.141558	0.13277	0.124521	0.116781	0.109517	0.102701	0.0963067	0.090308	0.0846808	0.0794026	0.0744519	0.0698087	0.065454	0.0613702	0.0575404	0.053949	0.0505813	0.0474234	0.0444623	0.0416858	0.0390825	0.0366415	0.0343528	0.032207	0.030195	0.0283086	0.02654	0.0248819	0.0233272	0.0218697	0.0205032	0.019222	0.0180209	0.0168948	0.015839	0.0148492	0.0139212	0.0130513	0.0122356	0.011471	0.0107541	0.010082	0.00945193	0.00886122	0.00830742	0.00778823	0.00730148	0.00684516	0.00641735	0.00601627	0.00564027	0.00528776	0.00495728	0.00464746	0.00435699	0.00408469	0.0038294	0.00359006	0.00336569	0.00315533	0.00295813	0.00277324	0.00259992	0.00243742	0.00228509	0.00214227	0.00200838	0.00188285	0.00176518	0.00165485	0.00155142	0.00145446	0.00136356	0.00127833	0.00119844	0.00112354	0.00105332	0.000987484	0.000925766	0.000867906	0.000813662	0.000762808	0.000715132	0.000670437	0.000628534	0.000589251	0.000552423	0.000517896	0.000485528	0.000455182	0.000426734	0.000400063	0.000375059	0.000351618	0.000329642	0.000309039	0.000289724	0.000271616	0.00025464	0.000238725	0.000223805	0.000209817	0.000196704	0.00018441	0.000172884	0.000162079	0.000151949	0.000142452	0.000133549	0.000125202
71	3.85343	0.303911	1	1.17832	1.37764	1.59855	1.84134	2.10599	2.39217	2.69918	3.02599	3.37123	3.7332	4.10989	4.49902	4.89806	5.30428	5.71479	6.1266	6.53666	6.94189	7.33928	7.72589	8.0989	8.45566	8.79374	9.11092	9.40524	9.67499	9.91877	10.1354	10.3242	10.4844	10.6158	10.7184	10.7924	10.8383	10.8567	10.8485	10.8147	10.7564	10.6749	10.5716	10.448	10.3055	10.1457	9.97013	9.78038	9.57799	9.36448	9.14133	8.91	8.67186	8.42823	8.18037	7.92946	7.67661	7.42285	7.16914	6.91635	6.66528	6.41666	6.17115	5.92933	5.69171	5.45875	5.23083	5.00829	4.79141	4.58042	4.37549	4.17677	3.98436	3.79832	3.61868	3.44544	3.27858	3.11804	2.96375	2.81563	2.67357	2.53746	2.40715	2.28251	2.1634	2.04965	1.94111	1.83762	1.739	1.64509	1.55571	1.47071	1.38992	1.31316	1.24028	1.17111	1.10551	1.0433	0.984348	0.928502	0.875621	0.825568	0.778208	0.733413	0.691059	0.651026	0.613199	0.577467	0.543725	0.51187	0.481806	0.453438	0.426678	0.401441	0.377646	0.355214	0.334074	0.314153	0.295386	0.277709	0.261062	0.245388	0.230631	0.216742	0.20367	0.191369	0.179797	0.16891	0.15867	0.149039	0.139983	0.131467	0.123462	0.115936	0.108862	0.102214	0.0959663	0.0900954	0.0845791	0.0793964	0.0745277	0.0699542	0.0656583	0.0616235	0.0578342	0.0542757	0.0509341	0.0477965	0.0448505	0.0420846	0.039488	0.0370504	0.0347622	0.0326143	0.0305982	0.028706	0.0269301	0.0252634	0.0236992	0.0222314	0.020854	0.0195615	0.0183487
72	1.74943	0.859073	1	1.04683	1.08356	1.11022	1.12715	1.13493	1.13431	1.12613	1.11133	1.09084	1.06556	1.03636	1.00406	0.969385	0.932997	0.895474	0.857317	0.818955	0.780748	0.742995	0.705939	0.669773	0.63465	0.600683	0.567955	0.536521	0.506415	0.47765	0.450227	0.424133	0.399344	0.37583	0.353555	0.332477	0.312553	0.293736	0.27598	0.259236	0.243458	0.228596	0.214607	0.201443	0.189062	0.177421	0.166478	0.156196	0.146537	0.137464	0.128945	0.120946	0.113438	0.10639	0.0997762	0.0935699	0.0877466	0.0822832	0.0771579	0.0723501	0.0678404	0.0636106	0.0596434	0.0559229	0.0524337	0.0491616	0.0460932	0.0432158	0.0405178	0.0379879	0.0356157	0.0333914	0.0313059	0.0293505	0.0275171	0.0257981	0.0241864	0.0226754	0.0212587	0.0199304	0.0186851	0.0175176	0.016423	0.0153967	0.0144346	0.0135326	0.0126869	0.0118941	0.0111508	0.0104539	0.00980063	0.00918813	0.00861392	0.00807558	0.00757089	0.00709773	0.00665414	0.00623827	0.0058484	0.00548288	0.00514021	0.00481896	0.00451778	0.00423542	0.00397072	0.00372255	0.00348989	0.00327178	0.00306729	0.00287559	0.00269587	0.00252738	0.00236942	0.00222133	0.0020825	0.00195234	0.00183032	0.00171593	0.00160868	0.00150814	0.00141388	0.00132551	0.00124267	0.001165	0.00109219	0.00102393	0.000959933	0.000899937	0.000843691	0.00079096	0.000741525	0.00069518	0.000651731	0.000610998	0.000572811	0.00053701	0.000503447	0.000471982	0.000442483	0.000414828	0.000388901	0.000364595	0.000341807	0.000320444	0.000300417	0.000281641	0.000264038	0.000247536	0.000232065	0.000217561	0.000203963	0.000191215	0.000179265	0.00016806	0.000157557	0.000147709	0.000138478	0.000129823	0.000121709	0.000114102	0.000106971	0.000100285	9.40172e-05
73	3.4061	0.221524	1	1.15036	1.31654	1.49918	1.69879	1.91577	2.15035	2.40263	2.67253	2.95978	3.26395	3.5844	3.92033	4.27073	4.63444	5.01011	5.39625	5.7912	6.19322	6.60042	7.01085	7.42246	7.8332	8.24096	8.64364	9.03918	9.42554	9.80076	10.1629	10.5103	10.8412	11.1541	11.4475	11.7203	11.9713	12.1996	12.4044	12.5853	12.7416	12.8732	12.9799	13.0618	13.1191	13.1521	13.1612	13.1471	13.1105	13.052	12.9726	12.8733	12.7549	12.6186	12.4655	12.2967	12.1133	11.9166	11.7077	11.4877	11.2578	11.0192	10.7729	10.52	10.2616	9.99866	9.73219	9.46309	9.19222	8.92042	8.64847	8.37708	8.10695	7.83869	7.57289	7.31007	7.05071	6.79524	6.54407	6.29752	6.05592	5.81951	5.58854	5.36319	5.14362	4.92995	4.72229	4.52069	4.32522	4.13588	3.95268	3.7756	3.60459	3.43961	3.28058	3.12742	2.98004	2.83833	2.70219	2.57148	2.44609	2.32588	2.21072	2.10046	1.99496	1.89409	1.79769	1.70561	1.61772	1.53387	1.45391	1.37769	1.30509	1.23596	1.17017	1.10758	1.04806	0.991479	0.937722	0.886665	0.838189	0.792183	0.748534	0.707137	0.667888	0.630689	0.595442	0.562056	0.530442	0.500514	0.472191	0.445393	0.420044	0.396074	0.373412	0.351991	0.33175	0.312626	0.294563	0.277505	0.2614	0.246197	0.231848	0.218309	0.205536	0.193487	0.182124	0.171409	0.161307	0.151784	0.142809	0.134352	0.126383	0.118876	0.111804	0.105144	0.0988716	0.0929659	0.0874058	0.0821718	0.0772452	0.0726085	0.0682452
74	2.03406	0.48049	1	1.06462	1.12528	1.18132	1.23218	1.27742	1.3167	1.34982	1.37666	1.39722	1.41159	1.41993	1.42249	1.41956	1.41147	1.39862	1.3814	1.36022	1.33551	1.3077	1.27719	1.24439	1.20967	1.17341	1.13595	1.09759	1.05864	1.01935	0.979959	0.94069	0.901727	0.863235	0.82536	0.788222	0.751927	0.71656	0.682191	0.648875	0.616653	0.585555	0.555602	0.526801	0.499157	0.472662	0.447306	0.423073	0.399941	0.377885	0.35688	0.336893	0.317894	0.299851	0.282728	0.266491	0.251105	0.236536	0.222749	0.209709	0.197382	0.185736	0.174738	0.164357	0.154562	0.145323	0.136613	0.128404	0.12067	0.113385	0.106526	0.100069	0.0939913	0.0882731	0.082894	0.0778349	0.0730777	0.0686052	0.0644011	0.0604499	0.0567369	0.0532483	0.049971	0.0468926	0.0440012	0.0412859	0.0387363	0.0363423	0.0340948	0.0319849	0.0300044	0.0281455	0.0264008	0.0247635	0.023227	0.0217852	0.0204323	0.019163	0.0179721	0.0168548	0.0158066	0.0148234	0.013901	0.0130358	0.0122242	0.011463	0.010749	0.0100794	0.00945135	0.00886233	0.00830993	0.00779187	0.00730603	0.00685043	0.00642317	0.00602252	0.00564681	0.0052945	0.00496413	0.00465435	0.00436388	0.00409151	0.00383611	0.00359665	0.00337211	0.00316158	0.00296417	0.00277909	0.00260555	0.00244284	0.00229028	0.00214724	0.00201313	0.00188739	0.0017695	0.00165897	0.00155534	0.00145818	0.00136709	0.00128168	0.00120161	0.00112654	0.00105616	0.000990171	0.000928305	0.000870304	0.000815926	0.000764944	0.000717147	0.000672336	0.000630325	0.000590938	0.000554012	0.000519392	0.000486936	0.000456508	0.00042798	0.000401236	0.000376162	0.000352655	0.000330616	0.000309955	0.000290585
75	1.59103	0.67783	1	1.03693	1.06649	1.08866	1.10361	1.11164	1.11315	1.10865	1.09866	1.08379	1.06463	1.04175	1.01575	0.98717	0.956516	0.924266	0.890849	0.856651	0.822015	0.787243	0.752594	0.718291	0.684522	0.651443	0.619179	0.587832	0.557481	0.528184	0.499981	0.472899	0.446949	0.422135	0.398448	0.375875	0.354395	0.333981	0.314605	0.296233	0.278831	0.262363	0.246791	0.232077	0.218184	0.205074	0.192709	0.181055	0.170074	0.159732	0.149996	0.140834	0.132215	0.124109	0.116487	0.109322	0.102589	0.0962629	0.0903199	0.084738	0.0794961	0.0745741	0.0699531	0.0656153	0.0615438	0.0577226	0.0541366	0.0507717	0.0476145	0.0446523	0.0418733	0.0392663	0.0368209	0.034527	0.0323755	0.0303575	0.0284648	0.0266898	0.0250252	0.0234641	0.0220001	0.0206273	0.01934	0.0181328	0.0170009	0.0159396	0.0149444	0.0140112	0.0131363	0.0123159	0.0115467	0.0108255	0.0101493	0.00951533	0.00892093	0.00836363	0.00784112	0.00735124	0.00689195	0.00646134	0.00605763	0.00567913	0.00532427	0.00499158	0.00467967	0.00438725	0.00411309	0.00385606	0.0036151	0.00338918	0.00317738	0.00297882	0.00279266	0.00261814	0.00245452	0.00230112	0.00215731	0.00202249	0.00189609	0.00177759	0.0016665	0.00156235	0.0014647	0.00137316	0.00128734	0.00120689	0.00113146	0.00106075	0.000994451	0.000932299	0.000874031	0.000819405	0.000768194	0.000720182	0.000675171	0.000632974	0.000593413	0.000556326	0.000521556	0.000488959	0.000458399	0.000429749	0.00040289	0.00037771	0.000354103	0.000331972	0.000311223	0.000291772	0.000273536	0.00025644	0.000240413	0.000225387	0.000211301	0.000198094	0.000185713	0.000174106	0.000163225	0.000153023	0.000143459	0.000134493	0.000126087	0.000118207	0.000110819
76	3.0569	0.521896	1	1.12854	1.25953	1.39104	1.52114	1.64791	1.76957	1.88446	1.99113	2.08837	2.17517	2.25081	2.31479	2.36684	2.40694	2.43523	2.45205	2.45787	2.4533	2.43902	2.41581	2.38445	2.3458	2.30068	2.24993	2.19437	2.13476	2.07184	2.00631	1.93881	1.86993	1.80021	1.73012	1.6601	1.59053	1.52173	1.454	1.38758	1.32266	1.25943	1.19801	1.13852	1.08102	1.02559	0.97224	0.921004	0.871878	0.824852	0.779902	0.736993	0.696086	0.657131	0.620076	0.584863	0.551432	0.51972	0.489663	0.461194	0.43425	0.408764	0.384672	0.361911	0.340418	0.320132	0.300994	0.282947	0.265936	0.249905	0.234805	0.220585	0.207199	0.1946	0.182746	0.171596	0.161108	0.151248	0.141978	0.133265	0.125077	0.117383	0.110155	0.103366	0.0969887	0.0910001	0.0853768	0.080097	0.0751403	0.0704874	0.0661199	0.0620207	0.0581736	0.0545633	0.0511755	0.0479967	0.0450142	0.0422159	0.0395907	0.0371279	0.0348176	0.0326504	0.0306176	0.0287108	0.0269224	0.025245	0.0236719	0.0221964	0.0208127	0.019515	0.018298	0.0171568	0.0160866	0.015083	0.0141419	0.0132595	0.012432	0.0116561	0.0109285	0.0102463	0.00960666	0.00900688	0.00844451	0.00791722	0.00742283	0.00695928	0.00652465	0.00611715	0.00573508	0.00537686	0.005041	0.00472611	0.00443088	0.00415408	0.00389457	0.00365126	0.00342314	0.00320927	0.00300876	0.00282077	0.00264453	0.00247929	0.00232437	0.00217914	0.00204297	0.00191531	0.00179563	0.00168342	0.00157823	0.0014796	0.00138714	0.00130046	0.00121919	0.001143	0.00107157	0.0010046	0.000941823	0.000882964	0.000827784	0.000776052	0.000727552	0.000682083	0.000639456
