Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T162 Infected	T163 Infected	T164 Infected	T165 Infected	T166 Infected	T167 Infected	T168 Infected	T169 Infected	T170 Infected	T171 Infected	T172 Infected	T173 Infected	T174 Infected	T175 Infected	T176 Infected	T177 Infected	T178 Infected	T179 Infected	T180 Infected	T181 Infected	T182 Infected	T183 Infected	T184 Infected	T185 Infected	T186 Infected	T187 Infected	T188 Infected	T189 Infected	T190 Infected	T191 Infected	T192 Infected	T193 Infected	T194 Infected	T195 Infected	T196 Infected	T197 Infected	T198 Infected	T199 Infected	T200 Infected	T201 Infected	T202 Infected	T203 Infected	T204 Infected	T205 Infected	T206 Infected	T207 Infected	T208 Infected	T209 Infected	T210 Infected	T211 Infected	T212 Infected	T213 Infected	T214 Infected	T215 Infected	T216 Infected	T217 Infected	T218 Infected	T219 Infected	T220 Infected	T221 Infected	T222 Infected	T223 Infected	T224 Infected	T225 Infected	T226 Infected	T227 Infected	T228 Infected	T229 Infected	T230 Infected	T231 Infected	T232 Infected	T233 Infected	T234 Infected	T235 Infected	T236 Infected	T237 Infected	T238 Infected	T239 Infected	T240 Infected	T241 Infected
115	3.62993	0.118945	1	1.16435	1.35177	1.56487	1.80643	2.07943	2.38707	2.73273	3.12	3.55263	4.03457	4.56994	5.16301	5.81818	6.53998	7.33303	8.202	9.15163	10.1866	11.3117	12.5316	13.8507	15.2734	16.8039	18.4463	20.2041	22.0806	24.0789	26.2013	28.45	30.8265	33.3316	35.9658	38.7285	41.6189	44.6351	47.7746	51.0342	54.4097	57.8963	61.4884	65.1794	68.962	72.8283	76.7695	80.7761	84.8379	88.9441	93.0834	97.244	101.414	105.579	109.729	113.848	117.924	121.945	125.895	129.763	133.535	137.199	140.743	144.154	147.423	150.538	153.489	156.268	158.866	161.276	163.491	165.506	167.315	168.915	170.304	171.478	172.438	173.183	173.713	174.032	174.14	174.041	173.74	173.241	172.548	171.669	170.609	169.375	167.975	166.416	164.706	162.853	160.866	158.753	156.522	154.183	151.744	149.213	146.599	143.911	141.156	138.343	135.479	132.573	129.632	126.662	123.672	120.666	117.652	114.636	111.623	108.618	105.627	102.654	99.7046	96.7816	93.8893	91.0312	88.2105	85.4301	82.6927	80.0007	77.3562	74.7611	72.2171	69.7256	67.2879	64.9049	62.5774	60.3062	58.0917	55.9342	53.8338	51.7907	49.8046	47.8754	46.0027	44.1862	42.4251	40.719	39.0672	37.4688	35.9231	34.4291	32.986	31.5928	30.2484	28.9518	27.7019	26.4977	25.338	24.2218	23.1478	22.1149	21.1221	20.1681	19.2518	18.3721	17.5279	16.7181	15.9415	15.1971	14.4838	13.8005	13.1462	12.52	11.9208	11.3476	10.7995	10.2755	9.77481	9.29647	8.83964	8.40347	7.98716	7.58992	7.21097	6.84958	6.50503	6.17661	5.86367	5.56553	5.28159	5.01122	4.75384	4.50888	4.27581	4.05409	3.84323	3.64273	3.45213	3.27097	3.09883	2.93529	2.77996	2.63245	2.4924	2.35945	2.23327	2.11353	1.99994	1.89219	1.79	1.69311	1.60125	1.51417	1.43165	1.35345	1.27937	1.20919	1.14273	1.07979	1.02019	0.963779	0.910381	0.859845	0.812024	0.76678	0.72398	0.683496	0.645209	0.609005	0.574774	0.542414	0.511825	0.482915	0.455595	0.42978	0.40539	0.38235	0.360587	0.340033	0.320623	0.302295	0.28499	0.268654	0.253234	0.238679	0.224944	0.211982	0.199751	0.188212	0.177327
116	2.85389	0.0228699	1	1.11585	1.24455	1.38745	1.54606	1.72201	1.9171	2.13333	2.37286	2.63809	2.93162	3.25634	3.61538	4.01219	4.45053	4.93452	5.46866	6.05786	6.7075	7.42343	8.21203	9.08027	10.0357	11.0866	12.2419	13.5113	14.9055	16.4359	18.1149	19.956	21.9739	24.1842	26.6041	29.2518	32.1472	35.3117	38.7682	42.5414	46.6576	51.1453	56.0346	61.3579	67.1497	73.4464	80.2872	87.7129	95.7671	104.496	113.946	124.169	135.217	147.144	160.006	173.861	188.767	204.784	221.973	240.393	260.103	281.161	303.621	327.534	352.949	379.905	408.436	438.57	470.319	503.69	538.673	575.243	613.361	652.969	693.989	736.325	779.857	824.447	869.932	916.127	962.83	1009.82	1056.84	1103.66	1149.98	1195.54	1240.06	1283.24	1324.81	1364.48	1402	1437.12	1469.62	1499.28	1525.95	1549.45	1569.69	1586.58	1600.07	1610.12	1616.77	1620.04	1620	1616.75	1610.4	1601.08	1588.95	1574.17	1556.92	1537.37	1515.72	1492.14	1466.85	1440.01	1411.81	1382.44	1352.06	1320.84	1288.94	1256.5	1223.67	1190.57	1157.32	1124.04	1090.82	1057.77	1024.95	992.45	960.336	928.665	897.491	866.859	836.808	807.373	778.58	750.454	723.012	696.27	670.236	644.919	620.322	596.446	573.289	550.849	529.118	508.09	487.756	468.104	449.124	430.804	413.129	396.085	379.659	363.834	348.597	333.93	319.818	306.246	293.197	280.656	268.606	257.032	245.919	235.251	225.013	215.19	205.769	196.734	188.072	179.769	171.813	164.189	156.886	149.892	143.194	136.781	130.643	124.768	119.145	113.766	108.619	103.696	98.9878	94.4853	90.1802	86.0643	82.1297	78.369	74.7748	71.3402	68.0583	64.9229	61.9275	59.0662	56.3333	53.7233	51.2309	48.8509	46.5786	44.4092	42.3382	40.3613	38.4744	36.6736	34.955	33.3151	31.7502	30.2572	28.8328	27.4739	26.1777	24.9412	23.7619	22.6372	21.5645	20.5417	19.5663	18.6363	17.7496	16.9043	16.0984	15.3302	14.5979	13.9	13.2347	12.6007	11.9965	11.4208	10.8721	10.3494	9.8513	9.37676	8.92467	8.49399	8.08372	7.69293	7.32071	6.96618	6.62853	6.30697	6.00075	5.70914	5.43147
117	1.88413	0.0184868	1	1.05525	1.11326	1.17415	1.23806	1.3051	1.37543	1.44917	1.52647	1.60749	1.69237	1.78128	1.87439	1.97186	2.07387	2.1806	2.29225	2.409	2.53107	2.65864	2.79195	2.9312	3.07663	3.22846	3.38694	3.55231	3.72482	3.90474	4.09233	4.28787	4.49163	4.70391	4.92501	5.15521	5.39485	5.64423	5.90368	6.17353	6.45413	6.74582	7.04896	7.36392	7.69105	8.03075	8.38339	8.74938	9.1291	9.52297	9.9314	10.3548	10.7936	11.2483	11.7192	12.2069	12.7118	13.2342	13.7748	14.334	14.9122	15.5099	16.1277	16.7659	17.4251	18.1058	18.8084	19.5335	20.2815	21.053	21.8484	22.6683	23.5132	24.3834	25.2797	26.2023	27.1518	28.1287	29.1335	30.1666	31.2285	32.3197	33.4405	34.5915	35.773	36.9855	38.2293	39.5049	40.8125	42.1527	43.5256	44.9316	46.371	47.844	49.351	50.8921	52.4675	54.0775	55.722	57.4014	59.1155	60.8646	62.6485	64.4673	66.3209	68.2093	70.1322	72.0895	74.081	76.1065	78.1655	80.2578	82.383	84.5405	86.73	88.9508	91.2024	93.4841	95.7951	98.1348	100.502	102.897	105.317	107.763	110.232	112.724	115.238	117.773	120.327	122.899	125.487	128.09	130.707	133.336	135.976	138.624	141.28	143.94	146.605	149.271	151.937	154.601	157.261	159.915	162.561	165.197	167.82	170.43	173.022	175.596	178.15	180.68	183.186	185.664	188.112	190.529	192.911	195.258	197.566	199.834	202.06	204.24	206.374	208.46	210.495	212.477	214.404	216.276	218.089	219.842	221.533	223.162	224.726	226.223	227.653	229.014	230.305	231.525	232.672	233.746	234.745	235.67	236.518	237.29	237.986	238.603	239.143	239.605	239.989	240.294	240.521	240.669	240.74	240.733	240.648	240.487	240.249	239.935	239.547	239.084	238.547	237.939	237.258	236.508	235.688	234.8	233.845	232.824	231.74	230.593	229.385	228.117	226.791	225.408	223.97	222.48	220.937	219.345	217.705	216.018	214.287	212.513	210.698	208.844	206.952	205.025	203.063	201.07	199.047	196.995	194.916	192.813	190.686	188.538	186.37	184.184	181.981	179.763	177.532	175.29	173.037	170.776	168.507
118	4.0377	0.0330549	1	1.18983	1.41445	1.67999	1.99364	2.36376	2.80015	3.3142	3.9192	4.63058	5.46631	6.44722	7.5975	8.94515	10.5226	12.3672	14.5223	17.0376	19.9705	23.3869	27.3625	31.9838	37.35	43.574	50.7845	59.1276	68.7687	79.8947	92.7156	107.467	124.411	143.839	166.072	191.462	220.391	253.268	290.531	332.635	380.049	433.247	492.686	558.799	631.962	712.475	800.53	896.173	999.274	1109.49	1226.24	1348.66	1475.63	1605.73	1737.29	1868.42	1997.08	2121.15	2238.52	2347.17	2445.29	2531.35	2604.16	2662.9	2707.14	2736.85	2752.31	2754.12	2743.14	2720.38	2687	2644.2	2593.22	2535.29	2471.56	2403.15	2331.07	2256.24	2179.49	2101.56	2023.1	1944.66	1866.71	1789.65	1713.84	1639.53	1566.96	1496.3	1427.69	1361.23	1296.99	1235.02	1175.34	1117.95	1062.85	1010.02	959.405	910.978	864.685	820.47	778.274	738.034	699.686	663.162	628.396	595.32	563.868	533.974	505.571	478.596	452.986	428.681	405.621	383.749	363.008	343.346	324.712	307.054	290.326	274.481	259.477	245.27	231.82	219.09	207.042	195.642	184.856	174.652	165	155.872	147.239	139.076	131.357	124.06	117.162	110.642	104.479	98.6546	93.1503	87.949	83.0342	78.3907	74.0036	69.8591	65.9439	62.2457	58.7526	55.4533	52.3374	49.3947	46.6157	43.9916	41.5137	39.1741	36.965	34.8794	32.9104	31.0515	29.2967	27.6402	26.0766	24.6006	23.2076	21.8927	20.6518	19.4806	18.3753	17.3322	16.3479	15.4191	14.5426	13.7156	12.9353	12.199	11.5044	10.849	10.2307	9.64737	9.09707	8.57795	8.08825	7.62631	7.19058	6.77957	6.39191	6.02626	5.6814	5.35614	5.04938	4.76008	4.48724	4.22995	3.98732	3.75852	3.54276	3.33932	3.14748	2.9666	2.79605	2.63525	2.48364	2.3407	2.20594	2.07889	1.95912	1.8462	1.73976	1.63942	1.54483	1.45567	1.37163	1.29241	1.21774	1.14736	1.08102	1.0185	0.95958	0.904047	0.85171	0.802386	0.755904	0.7121	0.670821	0.631922	0.595267	0.560727	0.528181	0.497514	0.468619	0.441393	0.415741	0.391572	0.368801	0.347348	0.327136	0.308095	0.290156	0.273257	0.257337	0.24234	0.228213	0.214906	0.202371
119	2.38821	0.0786886	1	1.08675	1.17942	1.27829	1.38359	1.4956	1.61456	1.74071	1.87432	2.0156	2.16479	2.32211	2.48776	2.66195	2.84484	3.03662	3.23743	3.4474	3.66665	3.89528	4.13334	4.38091	4.63799	4.9046	5.1807	5.46624	5.76116	6.06532	6.37861	6.70085	7.03185	7.37139	7.7192	8.075	8.43847	8.80927	9.18702	9.57132	9.96174	10.3578	10.7591	11.165	11.575	11.9886	12.4052	12.8242	13.245	13.6669	14.0893	14.5116	14.933	15.353	15.7707	16.1856	16.5969	17.0039	17.4061	17.8026	18.1928	18.576	18.9517	19.319	19.6775	20.0265	20.3654	20.6936	21.0107	21.316	21.6091	21.8894	22.1567	22.4103	22.6501	22.8755	23.0863	23.2822	23.4629	23.6283	23.7781	23.9121	24.0303	24.1326	24.2189	24.2891	24.3434	24.3817	24.4042	24.4109	24.4019	24.3775	24.3378	24.2831	24.2136	24.1295	24.0313	23.9191	23.7933	23.6543	23.5024	23.3381	23.1618	22.9738	22.7747	22.5647	22.3445	22.1144	21.875	21.6267	21.3699	21.1052	20.8331	20.5539	20.2683	19.9766	19.6794	19.3771	19.0702	18.7592	18.4445	18.1265	17.8057	17.4825	17.1573	16.8306	16.5027	16.1741	15.845	15.5159	15.1872	14.8591	14.5319	14.206	13.8818	13.5594	13.2391	12.9212	12.606	12.2936	11.9844	11.6784	11.3759	11.0771	10.7821	10.4911	10.2043	9.92165	9.64342	9.36968	9.10052	8.83602	8.57626	8.32131	8.07123	7.82604	7.58581	7.35055	7.12028	6.89502	6.67476	6.45952	6.24928	6.04402	5.84372	5.64836	5.45789	5.2723	5.09152	4.91552	4.74424	4.57763	4.41563	4.25818	4.1052	3.95665	3.81244	3.6725	3.53676	3.40515	3.27758	3.15398	3.03427	2.91837	2.80619	2.69766	2.59269	2.4912	2.3931	2.29833	2.20679	2.1184	2.03308	1.95075	1.87134	1.79475	1.72091	1.64976	1.58119	1.51516	1.45157	1.39035	1.33144	1.27476	1.22024	1.16782	1.11742	1.06899	1.02245	0.977751	0.934823	0.893608	0.854049	0.816087	0.779667	0.744736	0.71124	0.679128	0.648349	0.618856	0.590601	0.563537	0.537622	0.512811	0.489062	0.466335	0.444591	0.423791	0.403899	0.384879	0.366696	0.349316	0.332709	0.316842	0.301686	0.287211	0.27339	0.260195	0.2476	0.235581	0.224113	0.213173	0.202738
120	1.22933	0.00891348	1	1.01433	1.02877	1.04333	1.05801	1.0728	1.08771	1.10273	1.11786	1.13311	1.14846	1.16393	1.17951	1.19519	1.21098	1.22688	1.24288	1.25898	1.27519	1.29149	1.3079	1.3244	1.341	1.3577	1.37449	1.39137	1.40834	1.4254	1.44254	1.45977	1.47709	1.49448	1.51196	1.52952	1.54715	1.56485	1.58263	1.60048	1.61839	1.63638	1.65442	1.67253	1.6907	1.70892	1.72721	1.74554	1.76392	1.78236	1.80084	1.81936	1.83792	1.85653	1.87516	1.89384	1.91254	1.93127	1.95003	1.96881	1.98761	2.00643	2.02527	2.04411	2.06297	2.08183	2.1007	2.11957	2.13843	2.15729	2.17615	2.19499	2.21382	2.23264	2.25143	2.2702	2.28895	2.30766	2.32635	2.345	2.36362	2.38219	2.40072	2.4192	2.43763	2.45601	2.47434	2.4926	2.5108	2.52894	2.547	2.565	2.58292	2.60076	2.61852	2.63619	2.65378	2.67127	2.68867	2.70598	2.72318	2.74028	2.75728	2.77416	2.79094	2.80759	2.82413	2.84054	2.85683	2.873	2.88903	2.90493	2.92069	2.93631	2.95178	2.96711	2.9823	2.99733	3.01221	3.02693	3.04148	3.05588	3.07011	3.08418	3.09807	3.11179	3.12533	3.13869	3.15187	3.16487	3.17768	3.1903	3.20273	3.21497	3.22701	3.23886	3.2505	3.26194	3.27317	3.2842	3.29502	3.30562	3.31602	3.32619	3.33615	3.3459	3.35542	3.36471	3.37379	3.38263	3.39125	3.39964	3.4078	3.41572	3.42341	3.43087	3.43809	3.44507	3.45181	3.45831	3.46457	3.47058	3.47636	3.48188	3.48716	3.4922	3.49699	3.50153	3.50582	3.50986	3.51365	3.51718	3.52047	3.52351	3.52629	3.52882	3.5311	3.53313	3.5349	3.53642	3.53769	3.5387	3.53946	3.53996	3.54022	3.54022	3.53996	3.53946	3.5387	3.53769	3.53643	3.53493	3.53317	3.53116	3.5289	3.5264	3.52365	3.52065	3.51741	3.51392	3.51019	3.50622	3.502	3.49755	3.49286	3.48793	3.48276	3.47736	3.47173	3.46586	3.45977	3.45344	3.44689	3.44011	3.43311	3.42588	3.41844	3.41077	3.40289	3.39479	3.38648	3.37796	3.36923	3.36029	3.35114	3.34179	3.33224	3.32249	3.31255	3.30241	3.29207	3.28155	3.27083	3.25994	3.24885	3.23759	3.22615	3.21453	3.20274	3.19078	3.17865	3.16635	3.15389
121	3.79443	0.182126	1	1.17463	1.3734	1.59856	1.85238	2.13716	2.45517	2.80866	3.19982	3.63071	4.10328	4.61928	5.1803	5.78765	6.4424	7.14531	7.89681	8.69697	9.54552	10.4417	11.3846	12.3725	13.4036	14.4756	15.5857	16.7308	17.9074	19.1117	20.3394	21.5862	22.8472	24.1176	25.3923	26.666	27.9333	29.189	30.4277	31.644	32.8327	33.9889	35.1076	36.1841	37.2141	38.1935	39.1184	39.9854	40.7914	41.5337	42.2099	42.8182	43.357	43.8252	44.2219	44.547	44.8003	44.9823	45.0937	45.1355	45.1092	45.0163	44.8587	44.6386	44.3583	44.0204	43.6275	43.1824	42.6881	42.1477	41.5641	40.9406	40.2802	39.5862	38.8616	38.1095	37.3331	36.5352	35.7189	34.8869	34.0419	33.1867	32.3238	31.4555	30.5841	29.7119	28.8408	27.9728	27.1096	26.253	25.4045	24.5655	23.7372	22.921	22.1177	21.3285	20.5541	19.7953	19.0527	18.3269	17.6184	16.9276	16.2546	15.5999	14.9635	14.3456	13.7461	13.1651	12.6026	12.0583	11.5321	11.0239	10.5334	10.0604	9.60452	9.16551	8.74303	8.33673	7.94624	7.57118	7.21117	6.8658	6.53467	6.21737	5.9135	5.62262	5.34435	5.07825	4.82392	4.58096	4.34897	4.12754	3.9163	3.71485	3.52282	3.33985	3.16558	2.99966	2.84174	2.69149	2.5486	2.41275	2.28363	2.16095	2.04443	1.93379	1.82877	1.72912	1.63457	1.54491	1.45989	1.37931	1.30294	1.23059	1.16206	1.09716	1.03573	0.977579	0.922553	0.870493	0.821251	0.774684	0.730654	0.689033	0.649695	0.612524	0.577405	0.544232	0.512902	0.483319	0.455388	0.429023	0.404139	0.380657	0.358501	0.3376	0.317885	0.299292	0.281759	0.265227	0.249643	0.234953	0.221108	0.208061	0.195767	0.184184	0.173273	0.162995	0.153315	0.144199	0.135615	0.127533	0.119924	0.112762	0.10602	0.0996742	0.0937026	0.0880832	0.0827957	0.0778209	0.0731408	0.0687382	0.064597	0.060702	0.0570388	0.0535939	0.0503545	0.0473085	0.0444446	0.041752	0.0392208	0.0368414	0.0346048	0.0325025	0.0305267	0.0286698	0.0269247	0.0252849	0.023744	0.0222962	0.0209359	0.0196579	0.0184572	0.0173293	0.0162697	0.0152745	0.0143396	0.0134616	0.0126369	0.0118624	0.011135	0.010452	0.00981052	0.00920819	0.00864261	0.00811156	0.00761294	0.0071448	0.00670528	0.00629265	0.00590527	0.00554161	0.00520023
122	1.37724	0.0883895	1	1.02357	1.04672	1.06941	1.09159	1.11323	1.13429	1.15472	1.1745	1.19357	1.21192	1.22951	1.2463	1.26228	1.2774	1.29166	1.30502	1.31747	1.32899	1.33957	1.34918	1.35782	1.36548	1.37216	1.37785	1.38254	1.38625	1.38896	1.39069	1.39144	1.39122	1.39004	1.38791	1.38486	1.38088	1.37601	1.37025	1.36364	1.35618	1.34792	1.33886	1.32904	1.31847	1.3072	1.29524	1.28263	1.26939	1.25556	1.24116	1.22623	1.21079	1.19487	1.17852	1.16175	1.1446	1.1271	1.10927	1.09116	1.07279	1.05418	1.03537	1.01638	0.997251	0.977995	0.958644	0.939224	0.919758	0.900271	0.880785	0.861323	0.841907	0.822556	0.803291	0.78413	0.765091	0.74619	0.727445	0.708871	0.690481	0.672288	0.654307	0.636548	0.619022	0.601739	0.584709	0.56794	0.551439	0.535214	0.519271	0.503615	0.488251	0.473183	0.458414	0.443948	0.429786	0.415931	0.402384	0.389144	0.376213	0.36359	0.351274	0.339264	0.327559	0.316156	0.305053	0.294248	0.283738	0.273519	0.263588	0.253941	0.244575	0.235485	0.226667	0.218116	0.209828	0.201798	0.194022	0.186494	0.179209	0.172162	0.165348	0.158762	0.152399	0.146252	0.140318	0.134591	0.129065	0.123736	0.118597	0.113645	0.108873	0.104277	0.0998514	0.0955917	0.0914927	0.0875497	0.0837578	0.0801123	0.0766088	0.0732426	0.0700092	0.0669045	0.0639239	0.0610635	0.0583191	0.0556868	0.0531625	0.0507426	0.0484234	0.0462011	0.0440724	0.0420337	0.0400818	0.0382134	0.0364255	0.0347148	0.0330785	0.0315138	0.0300177	0.0285877	0.0272212	0.0259155	0.0246683	0.0234772	0.0223399	0.0212543	0.0202181	0.0192294	0.0182862	0.0173865	0.0165285	0.0157104	0.0149306	0.0141874	0.0134791	0.0128044	0.0121616	0.0115495	0.0109667	0.0104117	0.00988355	0.00938086	0.00890253	0.00844746	0.00801459	0.0076029	0.00721143	0.00683924	0.00648543	0.00614915	0.00582959	0.00552595	0.0052375	0.00496351	0.00470329	0.00445619	0.00422158	0.00399886	0.00378747	0.00358684	0.00339646	0.00321584	0.00304449	0.00288196	0.00272782	0.00258165	0.00244305	0.00231166	0.00218712	0.00206907	0.0019572	0.0018512	0.00175077	0.00165563	0.0015655	0.00148015	0.00139932	0.00132278	0.00125031	0.00118171	0.00111677	0.0010553	0.000997135	0.000942092	0.000890011	0.000840739	0.000794128	0.000750039	0.000708341	0.000668906	0.000631616	0.000596358	0.000563024	0.000531513	0.000501726	0.000473573	0.000446967	0.000421824	0.000398066	0.000375619	0.000354413
123	4.22872	0.122961	1	1.20177	1.43936	1.71815	2.04416	2.42408	2.86533	3.37608	3.96531	4.64286	5.41941	6.30656	7.3168	8.46355	9.76116	11.2249	12.8708	14.7159	16.7779	19.0752	21.627	24.4527	27.5724	31.0061	34.7741	38.8963	43.3926	48.2818	53.5823	59.311	65.4834	72.1135	79.213	86.7911	94.8545	103.407	112.448	121.974	131.978	142.448	153.367	164.715	176.466	188.589	201.05	213.808	226.818	240.032	253.397	266.855	280.347	293.811	307.182	320.393	333.379	346.072	358.407	370.319	381.746	392.63	402.913	412.547	421.483	429.68	437.104	443.723	449.516	454.464	458.556	461.787	464.157	465.675	466.351	466.202	465.251	463.523	461.047	457.856	453.987	449.476	444.363	438.689	432.496	425.827	418.723	411.227	403.38	395.223	386.796	378.138	369.285	360.274	351.137	341.907	332.615	323.289	313.955	304.638	295.361	286.144	277.008	267.969	259.044	250.246	241.588	233.082	224.736	216.56	208.562	200.746	193.118	185.682	178.441	171.398	164.553	157.908	151.462	145.215	139.166	133.314	127.655	122.188	116.911	111.819	106.91	102.18	97.6253	93.242	89.0261	84.9734	81.0796	77.3404	73.7514	70.3084	67.0068	63.8423	60.8105	57.9072	55.1279	52.4686	49.9249	47.4928	45.1683	42.9473	40.8261	38.8008	36.8678	35.0234	33.2641	31.5866	29.9874	28.4635	27.0116	25.6288	24.3121	23.0587	21.8659	20.731	19.6515	18.625	17.6491	16.7214	15.8399	15.0024	14.207	13.4515	12.7343	12.0535	11.4073	10.7942	10.2126	9.66092	9.13777	8.64176	8.17157	7.72593	7.30363	6.90352	6.5245	6.16552	5.82558	5.50371	5.19901	4.9106	4.63765	4.37938	4.13503	3.90388	3.68526	3.4785	3.28301	3.09818	2.92346	2.75832	2.60224	2.45477	2.31543	2.18379	2.05945	1.94201	1.8311	1.72638	1.6275	1.53416	1.44604	1.36288	1.28439	1.21033	1.14045	1.07451	1.01232	0.953647	0.898311	0.846124	0.796912	0.750508	0.706758	0.665512	0.62663	0.589981	0.555439	0.522886	0.492209	0.463303	0.436067	0.410408	0.386236	0.363465	0.342018	0.321817	0.302793	0.284878	0.268008	0.252123	0.237167	0.223087	0.209832	0.197355	0.185611	0.174556	0.164153
124	1.93663	0.00176919	1	1.05853	1.12045	1.18596	1.25527	1.3286	1.40617	1.48823	1.57503	1.66686	1.76398	1.86672	1.97539	2.09032	2.21187	2.34043	2.4764	2.62018	2.77224	2.93303	3.10307	3.28286	3.47297	3.67397	3.8865	4.11119	4.34875	4.59988	4.86537	5.14602	5.44269	5.75627	6.08772	6.43804	6.8083	7.1996	7.61314	8.05014	8.51193	8.99988	9.51545	10.0602	10.6357	11.2437	11.886	12.5644	13.2811	14.038	14.8375	15.6817	16.5733	17.5147	18.5087	19.5582	20.6661	21.8357	23.0702	24.3733	25.7484	27.1996	28.7308	30.3464	32.0507	33.8485	35.7448	37.7445	39.8533	42.0766	44.4205	46.8912	49.495	52.2388	55.1297	58.175	61.3824	64.76	68.3161	72.0595	75.999	80.1443	84.5049	89.091	93.913	98.9819	104.309	109.905	115.782	121.953	128.43	135.226	142.354	149.826	157.658	165.862	174.453	183.444	192.85	202.684	212.961	223.695	234.899	246.587	258.772	271.466	284.681	298.428	312.718	327.56	342.961	358.93	375.472	392.589	410.285	428.558	447.408	466.829	486.814	507.354	528.436	550.044	572.16	594.76	617.819	641.308	665.194	689.44	714.005	738.846	763.913	789.156	814.519	839.944	865.369	890.73	915.959	940.988	965.745	990.157	1014.15	1037.65	1060.59	1082.89	1104.47	1125.27	1145.22	1164.25	1182.3	1199.31	1215.22	1229.99	1243.56	1255.91	1266.99	1276.77	1285.23	1292.36	1298.14	1302.56	1305.63	1307.36	1307.75	1306.82	1304.6	1301.11	1296.38	1290.45	1283.36	1275.15	1265.87	1255.55	1244.26	1232.05	1218.96	1205.06	1190.39	1175.01	1158.98	1142.35	1125.18	1107.51	1089.41	1070.91	1052.08	1032.95	1013.58	994.005	974.274	954.425	934.498	914.528	894.552	874.601	854.707	834.899	815.202	795.643	776.243	757.026	738.009	719.211	700.648	682.335	664.284	646.508	629.017	611.82	594.924	578.336	562.063	546.108	530.475	515.166	500.185	485.531	471.205	457.207	443.536	430.191	417.169	404.469	392.086	380.019	368.264	356.816	345.671	334.826	324.274	314.013	304.036	294.338	284.915	275.76	266.869	258.235	249.855	241.721	233.828	226.171	218.744	211.542	204.559
