Simulation	R0	VF	T1 Infected	T2 Infected	T3 Infected	T4 Infected	T5 Infected	T6 Infected	T7 Infected	T8 Infected	T9 Infected	T10 Infected	T11 Infected	T12 Infected	T13 Infected	T14 Infected	T15 Infected	T16 Infected	T17 Infected	T18 Infected	T19 Infected	T20 Infected	T21 Infected	T22 Infected	T23 Infected	T24 Infected	T25 Infected	T26 Infected	T27 Infected	T28 Infected	T29 Infected	T30 Infected	T31 Infected	T32 Infected	T33 Infected	T34 Infected	T35 Infected	T36 Infected	T37 Infected	T38 Infected	T39 Infected	T40 Infected	T41 Infected	T42 Infected	T43 Infected	T44 Infected	T45 Infected	T46 Infected	T47 Infected	T48 Infected	T49 Infected	T50 Infected	T51 Infected	T52 Infected	T53 Infected	T54 Infected	T55 Infected	T56 Infected	T57 Infected	T58 Infected	T59 Infected	T60 Infected	T61 Infected	T62 Infected	T63 Infected	T64 Infected	T65 Infected	T66 Infected	T67 Infected	T68 Infected	T69 Infected	T70 Infected	T71 Infected	T72 Infected	T73 Infected	T74 Infected	T75 Infected	T76 Infected	T77 Infected	T78 Infected	T79 Infected	T80 Infected	T81 Infected	T82 Infected	T83 Infected	T84 Infected	T85 Infected	T86 Infected	T87 Infected	T88 Infected	T89 Infected	T90 Infected	T91 Infected	T92 Infected	T93 Infected	T94 Infected	T95 Infected	T96 Infected	T97 Infected	T98 Infected	T99 Infected	T100 Infected	T101 Infected	T102 Infected	T103 Infected	T104 Infected	T105 Infected	T106 Infected	T107 Infected	T108 Infected	T109 Infected	T110 Infected	T111 Infected	T112 Infected	T113 Infected	T114 Infected	T115 Infected	T116 Infected	T117 Infected	T118 Infected	T119 Infected	T120 Infected	T121 Infected	T122 Infected	T123 Infected	T124 Infected	T125 Infected	T126 Infected	T127 Infected	T128 Infected	T129 Infected	T130 Infected	T131 Infected	T132 Infected	T133 Infected	T134 Infected	T135 Infected	T136 Infected	T137 Infected	T138 Infected	T139 Infected	T140 Infected	T141 Infected	T142 Infected	T143 Infected	T144 Infected	T145 Infected	T146 Infected	T147 Infected	T148 Infected	T149 Infected	T150 Infected	T151 Infected	T152 Infected	T153 Infected	T154 Infected	T155 Infected	T156 Infected	T157 Infected	T158 Infected	T159 Infected	T160 Infected	T161 Infected	T1 VR	T2 VR	T3 VR	T4 VR	T5 VR	T6 VR	T7 VR	T8 VR	T9 VR	T10 VR	T11 VR	T12 VR	T13 VR	T14 VR	T15 VR	T16 VR	T17 VR	T18 VR	T19 VR	T20 VR	T21 VR	T22 VR	T23 VR	T24 VR	T25 VR	T26 VR	T27 VR	T28 VR	T29 VR	T30 VR	T31 VR	T32 VR	T33 VR	T34 VR	T35 VR	T36 VR	T37 VR	T38 VR	T39 VR	T40 VR	T41 VR	T42 VR	T43 VR	T44 VR	T45 VR	T46 VR	T47 VR	T48 VR	T49 VR	T50 VR	T51 VR	T52 VR	T53 VR	T54 VR	T55 VR	T56 VR	T57 VR	T58 VR	T59 VR	T60 VR	T61 VR	T62 VR	T63 VR	T64 VR	T65 VR	T66 VR	T67 VR	T68 VR	T69 VR	T70 VR	T71 VR	T72 VR	T73 VR	T74 VR	T75 VR	T76 VR	T77 VR	T78 VR	T79 VR	T80 VR	T81 VR	T82 VR	T83 VR	T84 VR	T85 VR	T86 VR	T87 VR	T88 VR	T89 VR	T90 VR	T91 VR	T92 VR	T93 VR	T94 VR	T95 VR	T96 VR	T97 VR	T98 VR	T99 VR	T100 VR	T101 VR	T102 VR	T103 VR	T104 VR	T105 VR	T106 VR	T107 VR	T108 VR	T109 VR	T110 VR	T111 VR	T112 VR	T113 VR	T114 VR	T115 VR	T116 VR	T117 VR	T118 VR	T119 VR	T120 VR	T121 VR	T122 VR	T123 VR	T124 VR	T125 VR	T126 VR	T127 VR	T128 VR	T129 VR	T130 VR	T131 VR	T132 VR	T133 VR	T134 VR	T135 VR	T136 VR	T137 VR	T138 VR	T139 VR	T140 VR	T141 VR	T142 VR	T143 VR	T144 VR	T145 VR	T146 VR	T147 VR	T148 VR	T149 VR	T150 VR	T151 VR	T152 VR	T153 VR	T154 VR	T155 VR	T156 VR	T157 VR	T158 VR	T159 VR	T160 VR	T161 VR
1	2.32204	0.013692	1	1.08261	1.17178	1.268	1.3718	1.48376	1.60448	1.73462	1.87489	2.02604	2.18887	2.36423	2.55306	2.75634	2.97512	3.21052	3.46376	3.7361	4.02893	4.34371	4.682	5.04547	5.4359	5.85518	6.30535	6.78854	7.30706	7.86334	8.46	9.09979	9.78565	10.5207	11.3083	12.152	13.0555	14.0228	15.0581	16.166	17.3511	18.6184	19.9734	21.4217	22.9692	24.6222	26.3874	28.2719	30.2829	32.4285	34.7167	37.1564	39.7565	42.5268	45.4772	48.6184	51.9613	55.5176	59.2994	63.3193	67.5905	72.1267	76.9422	82.0517	87.4707	93.2148	99.3006	105.745	112.565	119.778	127.403	135.458	143.962	152.933	162.39	172.353	182.841	193.871	205.463	217.635	230.403	243.784	257.794	272.446	287.754	303.729	320.38	337.713	355.734	374.443	393.841	413.922	434.677	456.095	478.16	500.851	524.142	548.003	572.399	597.289	622.627	648.361	674.436	700.789	727.353	754.057	780.823	807.57	834.215	860.669	886.841	912.64	937.969	962.736	986.845	1010.2	1032.72	1054.3	1074.87	1094.33	1112.63	1129.67	1145.41	1159.79	1172.74	1184.25	1194.26	1202.75	1209.71	1215.12	1218.99	1221.33	1222.14	1221.46	1219.3	1215.7	1210.72	1204.38	1196.75	1187.87	1177.82	1166.64	1154.41	1141.18	1127.03	1112.02	1096.23	1079.71	1062.55	1044.79	1026.51	1007.77	988.634	969.157	949.398	929.41	909.247	888.958	868.588	848.183	827.784	807.429	787.154	136.906	136.67	136.434	136.198	135.962	135.727	135.492	135.257	135.022	134.787	134.552	134.318	134.083	133.849	133.615	133.38	133.146	132.911	132.676	132.441	132.206	131.971	131.736	131.5	131.264	131.027	130.79	130.552	130.314	130.075	129.835	129.594	129.353	129.11	128.866	128.621	128.375	128.127	127.878	127.627	127.374	127.119	126.862	126.602	126.341	126.076	125.808	125.538	125.264	124.986	124.705	124.42	124.13	123.836	123.536	123.232	122.921	122.605	122.283	121.954	121.617	121.273	120.921	120.561	120.191	119.812	119.424	119.024	118.613	118.191	117.756	117.309	116.848	116.372	115.882	115.376	114.854	114.315	113.758	113.183	112.589	111.975	111.341	110.685	110.008	109.308	108.585	107.839	107.068	106.273	105.453	104.607	103.736	102.838	101.915	100.965	99.9894	98.9876	97.9602	96.9073	95.8296	94.7276	93.6021	92.4538	91.2838	90.0932	88.8831	87.6549	86.41	85.15	83.8764	82.5911	81.2958	79.9923	78.6827	77.3688	76.0525	74.736	73.4212	72.1099	70.8043	69.5061	68.2173	66.9395	65.6744	64.4238	63.189	61.9715	60.7726	59.5934	58.4351	57.2987	56.1849	55.0945	54.0282	52.9864	51.9696	50.978	50.0119	49.0715	48.1567	47.2674	46.4037	45.5653	44.7519	43.9634	43.1993	42.4592	41.7427	41.0494	40.3788	39.7303	39.1035	38.4978	37.9126	37.3475	36.8017	36.2748	35.7662	35.2753	34.8016
2	2.25472	0.180745	1	1.07841	1.15952	1.24313	1.32899	1.41682	1.50633	1.59722	1.68916	1.78181	1.8748	1.96779	2.06039	2.15225	2.243	2.33225	2.41966	2.50487	2.58755	2.66736	2.744	2.81718	2.88662	2.95208	3.01333	3.07018	3.12244	3.16997	3.21265	3.25038	3.28309	3.31074	3.3333	3.35078	3.36322	3.37066	3.37318	3.37087	3.36385	3.35224	3.33618	3.31585	3.2914	3.26303	3.23092	3.19528	3.1563	3.11421	3.06921	3.02153	2.97137	2.91896	2.8645	2.80823	2.75033	2.69102	2.63049	2.56895	2.50657	2.44354	2.38003	2.3162	2.25222	2.18822	2.12436	2.06076	1.99754	1.93483	1.87272	1.81132	1.75071	1.69099	1.63221	1.57446	1.51778	1.46223	1.40786	1.3547	1.3028	1.25217	1.20284	1.15482	1.10813	1.06277	1.01876	0.976079	0.934733	0.894713	0.856008	0.818605	0.782489	0.74764	0.714041	0.681667	0.650498	0.620506	0.591668	0.563955	0.537341	0.511797	0.487295	0.463804	0.441296	0.41974	0.399109	0.37937	0.360497	0.342458	0.325226	0.308771	0.293065	0.278082	0.263793	0.250172	0.237193	0.22483	0.213059	0.201855	0.191196	0.181057	0.171417	0.162255	0.153549	0.145279	0.137427	0.129973	0.122899	0.116187	0.109821	0.103785	0.0980632	0.0926404	0.0875023	0.0826353	0.0780262	0.0736623	0.0695315	0.0656223	0.0619236	0.0584247	0.0551156	0.0519867	0.0490286	0.0462327	0.0435905	0.041094	0.0387356	0.0365082	0.0344046	0.0324185	0.0305436	0.0287738	0.0271037	0.0255278	0.0240409	0.0226384	0.0213156	0.0200681	0.0188918	0.0177828	0.0167373	1807.27	1766.42	1726.48	1687.45	1649.29	1612	1575.55	1539.92	1505.09	1471.05	1437.78	1405.25	1373.47	1342.39	1312.03	1282.34	1253.33	1224.97	1197.25	1170.15	1143.67	1117.79	1092.49	1067.76	1043.6	1019.97	996.884	974.317	952.261	930.703	909.633	889.04	868.912	849.24	830.012	811.22	792.854	774.903	757.359	740.212	723.453	707.074	691.066	675.42	660.129	645.185	630.579	616.304	602.353	588.718	575.392	562.368	549.639	537.199	525.04	513.158	501.544	490.194	479.102	468.26	457.665	447.309	437.188	427.297	417.63	408.182	398.948	389.923	381.103	372.482	364.057	355.823	347.776	339.91	332.223	324.71	317.367	310.19	303.176	296.321	289.621	283.073	276.672	270.417	264.304	258.328	252.488	246.78	241.202	235.749	230.42	225.212	220.121	215.146	210.283	205.53	200.885	196.344	191.907	187.569	183.33	179.187	175.137	171.179	167.311	163.53	159.834	156.222	152.692	149.242	145.869	142.573	139.351	136.202	133.125	130.116	127.176	124.303	121.494	118.749	116.065	113.443	110.879	108.374	105.925	103.532	101.193	98.9062	96.6715	94.4872	92.3523	90.2656	88.2261	86.2327	84.2843	82.38	80.5187	78.6994	76.9213	75.1833	73.4846	71.8243	70.2015	68.6154	67.0651	65.5499	64.0688	62.6213	61.2064	59.8236	58.4719	57.1508	55.8596	54.5975	53.364	52.1583	50.9799	49.8281	48.7023	47.6019	46.5264
3	3.29575	0.419194	1	1.14346	1.29516	1.45374	1.61763	1.78515	1.95446	2.12371	2.29101	2.45451	2.61245	2.76318	2.90518	3.03712	3.15785	3.26645	3.36218	3.44452	3.51315	3.56796	3.609	3.6365	3.65083	3.65249	3.64208	3.6203	3.58791	3.54573	3.49461	3.4354	3.36899	3.29623	3.21797	3.13502	3.04817	2.95816	2.86569	2.77142	2.67594	2.57982	2.48355	2.38759	2.29235	2.1982	2.10544	2.01435	1.92517	1.8381	1.7533	1.67091	1.59103	1.51375	1.43911	1.36716	1.29791	1.23136	1.1675	1.1063	1.04772	0.991722	0.938245	0.88723	0.83861	0.792316	0.748275	0.706411	0.666646	0.628903	0.593103	0.559167	0.527018	0.496579	0.467775	0.440532	0.414777	0.390439	0.367452	0.345748	0.325264	0.305938	0.287711	0.270526	0.254328	0.239064	0.224686	0.211145	0.198395	0.186393	0.175098	0.164469	0.15447	0.145066	0.136221	0.127905	0.120087	0.112738	0.105831	0.0993406	0.093242	0.0875124	0.08213	0.0770743	0.0723261	0.067867	0.0636798	0.0597483	0.0560571	0.0525918	0.0493389	0.0462855	0.0434195	0.0407297	0.0382054	0.0358364	0.0336135	0.0315276	0.0295704	0.027734	0.0260111	0.0243947	0.0228783	0.0214558	0.0201213	0.0188696	0.0176954	0.016594	0.015561	0.014592	0.0136832	0.0128309	0.0120315	0.0112818	0.0105787	0.00991931	0.00930094	0.00872104	0.00817723	0.00766726	0.00718904	0.00674061	0.0063201	0.00592578	0.00555604	0.00520933	0.00488424	0.0045794	0.00429357	0.00402557	0.00377427	0.00353865	0.00331772	0.00311058	0.00291635	0.00273425	0.00256351	0.00240342	0.00225332	0.0021126	0.00198065	0.00185694	0.00174096	4191.52	3971.8	3763.59	3566.28	3379.3	3202.12	3034.21	2875.1	2724.32	2581.44	2446.04	2317.74	2196.16	2080.95	1971.78	1868.33	1770.31	1677.42	1589.41	1506.01	1426.98	1352.11	1281.16	1213.93	1150.23	1089.87	1032.68	978.492	927.148	878.5	832.405	788.73	747.347	708.137	670.986	635.785	602.431	570.829	540.885	512.513	485.631	460.159	436.025	413.157	391.489	370.958	351.505	333.072	315.607	299.058	283.377	268.519	254.441	241.101	228.46	216.483	205.134	194.38	184.19	174.535	165.386	156.717	148.502	140.718	133.342	126.353	119.73	113.455	107.509	101.874	96.5346	91.4753	86.6811	82.1382	77.8335	73.7544	69.8892	66.2265	62.7558	59.467	56.3506	53.3976	50.5993	47.9476	45.435	43.054	40.7978	38.6599	36.634	34.7143	32.8951	31.1714	29.5379	27.9901	26.5233	25.1335	23.8164	22.5684	21.3858	20.2652	19.2032	18.197	17.2434	16.3399	15.4837	14.6723	13.9035	13.1749	12.4845	11.8304	11.2104	10.623	10.0664	9.53889	9.03905	8.5654	8.11658	7.69127	7.28825	6.90635	6.54446	6.20153	5.87657	5.56864	5.27685	5.00034	4.73833	4.49004	4.25476	4.03182	3.82055	3.62036	3.43065	3.25089	3.08054	2.91912	2.76616	2.62122	2.48387	2.35371	2.23038	2.11351	2.00276	1.89782	1.79838	1.70414	1.61485	1.53023	1.45005	1.37406	1.30206	1.23384	1.16919	1.10792	1.04987	0.994854	0.942725	0.893327	0.846517	0.80216	0.760127
4	2.25121	0.560027	1	1.07819	1.15187	1.22003	1.28183	1.3366	1.38387	1.42333	1.45484	1.47842	1.49424	1.50257	1.50378	1.49833	1.48672	1.4695	1.44724	1.42052	1.38991	1.35598	1.31925	1.28025	1.23945	1.1973	1.15418	1.11048	1.06652	1.02259	0.978942	0.935798	0.893349	0.851753	0.811143	0.771628	0.733293	0.696204	0.66041	0.625944	0.592825	0.56106	0.530647	0.501574	0.473823	0.44737	0.422185	0.398234	0.375481	0.353887	0.333411	0.314012	0.295646	0.278272	0.261846	0.246326	0.23167	0.217837	0.204788	0.192483	0.180885	0.169958	0.159666	0.149975	0.140853	0.13227	0.124195	0.116601	0.10946	0.102747	0.0964366	0.0905068	0.0849352	0.079701	0.0747845	0.070167	0.0658309	0.0617595	0.0579371	0.0543488	0.0509806	0.0478192	0.0448523	0.042068	0.0394553	0.0370038	0.0347036	0.0325456	0.0305211	0.0286219	0.0268403	0.0251691	0.0236016	0.0221313	0.0207524	0.019459	0.018246	0.0171084	0.0160416	0.0150411	0.0141029	0.0132231	0.0123981	0.0116244	0.010899	0.0102187	0.00958085	0.00898276	0.00842195	0.00789612	0.00740308	0.0069408	0.00650736	0.00610096	0.00571992	0.00536267	0.00502771	0.00471365	0.00441921	0.00414314	0.00388432	0.00364165	0.00341414	0.00320084	0.00300085	0.00281336	0.00263758	0.00247277	0.00231827	0.00217341	0.0020376	0.00191028	0.00179091	0.001679	0.00157408	0.00147571	0.00138349	0.00129704	0.00121598	0.00113999	0.00106875	0.00100196	0.000939344	0.00088064	0.000825604	0.000774008	0.000725636	0.000680286	0.000637771	0.000597913	0.000560545	0.000525513	0.00049267	0.000461879	0.000433013	0.00040595	0.000380579	0.000356794	0.000334495	0.00031359	0.000293991	0.000275617	0.000258391	5599.71	5207.63	4843	4503.9	4188.53	3895.24	3622.49	3368.83	3132.94	2913.56	2709.54	2519.8	2343.36	2179.26	2026.66	1884.75	1752.77	1630.03	1515.89	1409.75	1311.03	1219.23	1133.86	1054.46	980.631	911.968	848.113	788.729	733.504	682.146	634.385	589.968	548.661	510.247	474.522	441.299	410.402	381.669	354.947	330.097	306.986	285.494	265.507	246.918	229.632	213.555	198.605	184.701	171.77	159.745	148.561	138.161	128.489	119.494	111.128	103.348	96.1134	89.3849	83.1274	77.308	71.896	66.8629	62.1821	57.829	53.7807	50.0158	46.5144	43.2582	40.2299	37.4136	34.7945	32.3587	30.0935	27.9868	26.0276	24.2055	22.5111	20.9352	19.4696	18.1067	16.8391	15.6603	14.5641	13.5445	12.5963	11.7146	10.8945	10.1318	9.42257	8.76295	8.14951	7.57902	7.04846	6.55504	6.09616	5.66941	5.27253	4.90343	4.56018	4.24095	3.94407	3.66797	3.4112	3.1724	2.95032	2.74379	2.55171	2.37309	2.20696	2.05247	1.90879	1.77517	1.6509	1.53533	1.42785	1.3279	1.23494	1.14849	1.06809	0.993321	0.923785	0.859117	0.798976	0.743045	0.691029	0.642655	0.597667	0.555828	0.516918	0.480732	0.447079	0.415782	0.386676	0.359607	0.334434	0.311022	0.28925	0.269001	0.25017	0.232657	0.216371	0.201224	0.187138	0.174037	0.161854	0.150524	0.139987	0.130187	0.121074	0.112598	0.104716	0.0973853	0.090568	0.084228	0.0783317	0.0728482	0.0677486	0.063006	0.0585954	0.0544935	0.0506788
5	2.66256	0.603297	1	1.10389	1.20473	1.30079	1.39056	1.47272	1.54623	1.6103	1.6644	1.70825	1.74181	1.76523	1.77886	1.78316	1.77874	1.76628	1.74651	1.7202	1.68814	1.65108	1.60979	1.56497	1.51732	1.46744	1.41593	1.36329	1.31001	1.2565	1.20312	1.15019	1.09799	1.04673	0.996623	0.947812	0.900425	0.854559	0.810283	0.767648	0.726684	0.687405	0.649812	0.613891	0.579622	0.546974	0.51591	0.486388	0.458362	0.431782	0.406597	0.382753	0.360195	0.338871	0.318724	0.299702	0.281752	0.264821	0.24886	0.233818	0.21965	0.206309	0.19375	0.181932	0.170815	0.160359	0.150527	0.141285	0.132598	0.124435	0.116766	0.109562	0.102796	0.0964418	0.0904755	0.0848739	0.0796154	0.0746794	0.0700466	0.0656988	0.0616186	0.0577901	0.0541978	0.0508275	0.0476655	0.0446992	0.0419166	0.0393064	0.0368581	0.0345617	0.0324078	0.0303878	0.0284932	0.0267165	0.0250502	0.0234877	0.0220223	0.0206483	0.0193597	0.0181515	0.0170185	0.0159562	0.01496	0.014026	0.0131502	0.0123291	0.0115591	0.0108372	0.0101604	0.00952579	0.00893079	0.00837293	0.00784989	0.0073595	0.00689974	0.00646868	0.00606454	0.00568564	0.0053304	0.00499735	0.0046851	0.00439236	0.0041179	0.00386059	0.00361935	0.00339318	0.00318115	0.00298236	0.00279599	0.00262126	0.00245745	0.00230388	0.0021599	0.00202492	0.00189838	0.00177974	0.00166851	0.00156424	0.00146648	0.00137483	0.00128891	0.00120836	0.00113284	0.00106204	0.000995664	0.000933437	0.0008751	0.000820408	0.000769134	0.000721064	0.000675999	0.00063375	0.000594142	0.000557008	0.000522196	0.000489559	0.000458962	0.000430278	0.000403386	0.000378174	0.000354539	0.00033238	0.000311607	6032.37	5577.36	5156.65	4767.67	4408.03	4075.51	3768.07	3483.81	3221	2978.01	2753.34	2545.63	2353.58	2176.02	2011.86	1860.08	1719.75	1590.01	1470.06	1359.16	1256.63	1161.83	1074.18	993.147	918.228	848.961	784.919	725.71	670.967	620.355	573.56	530.297	490.297	453.314	419.122	387.508	358.28	331.257	306.272	283.171	261.813	242.067	223.809	206.929	191.322	176.893	163.551	151.216	139.812	129.267	119.518	110.504	102.17	94.4649	87.3406	80.7537	74.6635	69.0327	63.8265	59.013	54.5625	50.4476	46.6431	43.1255	39.8732	36.8662	34.0859	31.5154	29.1387	26.9412	24.9095	23.0309	21.2941	19.6882	18.2035	16.8307	15.5614	14.3879	13.3028	12.2996	11.3721	10.5145	9.72155	8.98841	8.31057	7.68385	7.10439	6.56863	6.07327	5.61527	5.1918	4.80028	4.43827	4.10357	3.79411	3.50799	3.24344	2.99885	2.7727	2.5636	2.37027	2.19152	2.02626	1.87345	1.73217	1.60154	1.48077	1.3691	1.26585	1.17039	1.08213	1.00052	0.925072	0.85531	0.790809	0.731172	0.676033	0.625052	0.577915	0.534333	0.494038	0.456782	0.422335	0.390485	0.361038	0.333811	0.308638	0.285363	0.263843	0.243946	0.22555	0.20854	0.192814	0.178273	0.164829	0.152399	0.140906	0.13028	0.120456	0.111372	0.102973	0.0952076	0.0880278	0.0813894	0.0752517	0.0695768	0.0643298	0.0594786	0.0549932	0.050846	0.0470116	0.0434664	0.0401885	0.0371578	0.0343556	0.0317648	0.0293693	0.0271545	0.0251068	0.0232134	0.0214628
6	3.44463	0.263388	1	1.15277	1.3207	1.50403	1.70284	1.917	2.1462	2.38992	2.64745	2.91786	3.20005	3.49273	3.79443	4.10355	4.41836	4.73701	5.05758	5.37811	5.69659	6.01102	6.31943	6.61989	6.91055	7.18966	7.45557	7.70679	7.94195	8.15983	8.35941	8.53981	8.70033	8.84045	8.95982	9.05826	9.13573	9.19236	9.22843	9.24434	9.24061	9.21788	9.17687	9.1184	9.04335	8.95266	8.84733	8.72837	8.59683	8.45377	8.30026	8.13735	7.96609	7.78751	7.60259	7.41232	7.21762	7.01938	6.81846	6.61564	6.41169	6.20732	6.00317	5.79986	5.59795	5.39794	5.20031	5.00546	4.81378	4.62558	4.44117	4.26079	4.08466	3.91296	3.74583	3.58339	3.42573	3.27292	3.12499	2.98197	2.84384	2.71059	2.58219	2.45858	2.33971	2.22549	2.11584	2.01067	1.90988	1.81336	1.72101	1.6327	1.54832	1.46775	1.39087	1.31755	1.24767	1.18111	1.11774	1.05745	1.00011	0.945606	0.893824	0.84465	0.797973	0.753685	0.711682	0.67186	0.634122	0.598371	0.564516	0.532465	0.502134	0.47344	0.446301	0.420642	0.396389	0.373471	0.35182	0.331372	0.312065	0.293839	0.276638	0.260408	0.245097	0.230657	0.21704	0.204202	0.192101	0.180697	0.169951	0.159827	0.150291	0.141309	0.132852	0.124889	0.117393	0.110338	0.103697	0.0974487	0.0915695	0.0860384	0.0808354	0.0759417	0.0713394	0.0670115	0.0629421	0.0591162	0.0555195	0.0521386	0.0489608	0.0459742	0.0431675	0.0405301	0.038052	0.0357236	0.0335362	0.0314814	0.0295512	0.0277381	0.0260353	0.024436	0.0229341	2633.61	2546.85	2462.93	2381.78	2303.28	2227.37	2153.94	2082.93	2014.24	1947.81	1883.56	1821.42	1761.31	1703.18	1646.96	1592.58	1539.98	1489.11	1439.91	1392.33	1346.31	1301.8	1258.75	1217.12	1176.86	1137.93	1100.28	1063.86	1028.65	994.598	961.669	929.828	899.038	869.265	840.476	812.64	785.724	759.699	734.536	710.206	686.683	663.939	641.95	620.69	600.135	580.262	561.049	542.473	524.514	507.152	490.366	474.137	458.447	443.279	428.614	414.436	400.728	387.476	374.664	362.277	350.301	338.723	327.529	316.706	306.242	296.125	286.344	276.887	267.743	258.902	250.355	242.09	234.099	226.373	218.903	211.679	204.695	197.942	191.413	185.099	178.994	173.091	167.383	161.864	156.527	151.366	146.376	141.551	136.885	132.373	128.011	123.792	119.712	115.767	111.952	108.264	104.696	101.247	97.9113	94.6856	91.5663	88.5498	85.6329	82.812	80.0843	77.4464	74.8954	72.4286	70.0431	67.7362	65.5053	63.3479	61.2616	59.2441	57.293	55.4063	53.5817	51.8172	50.1108	48.4606	46.8648	45.3216	43.8292	42.386	40.9903	39.6405	38.3353	37.073	35.8523	34.6717	33.5301	32.4261	31.3584	30.3259	29.3274	28.3617	27.4279	26.5248	25.6515	24.8069	23.9901	23.2002	22.4364	21.6976	20.9833	20.2924	19.6243	18.9781	18.3533	17.749	17.1646	16.5995	16.053	15.5244	15.0133	14.519	14.041	13.5787	13.1316	12.6993	12.2812
7	2.64919	0.632359	1	1.10306	1.2023	1.29597	1.38256	1.4608	1.52971	1.5886	1.63707	1.67499	1.70243	1.71971	1.72728	1.72575	1.71581	1.69824	1.67382	1.64339	1.60775	1.56769	1.52397	1.47731	1.42834	1.37769	1.32588	1.27342	1.22072	1.16816	1.11607	1.06473	1.01435	0.965144	0.917256	0.87081	0.825898	0.78259	0.74093	0.700945	0.662645	0.626026	0.591072	0.557758	0.526052	0.495913	0.467296	0.440153	0.414434	0.390084	0.367049	0.345275	0.324705	0.305286	0.286963	0.269683	0.253396	0.23805	0.223596	0.209989	0.197183	0.185134	0.173801	0.163144	0.153125	0.143708	0.134859	0.126545	0.118735	0.1114	0.104511	0.0980434	0.0919709	0.0862705	0.0809198	0.0758979	0.0711851	0.0667626	0.0626129	0.0587194	0.0550666	0.0516397	0.048425	0.0454095	0.0425809	0.0399278	0.0374394	0.0351056	0.0329168	0.0308641	0.028939	0.0271337	0.0254408	0.0238533	0.0223647	0.0209688	0.0196599	0.0184325	0.0172817	0.0162027	0.0151909	0.0142423	0.0133528	0.0125188	0.0117369	0.0110038	0.0103164	0.00967199	0.00906777	0.00850128	0.00797016	0.00747221	0.00700535	0.00656765	0.00615729	0.00577256	0.00541186	0.00507369	0.00475665	0.00445942	0.00418075	0.0039195	0.00367456	0.00344494	0.00322965	0.00302782	0.0028386	0.00266121	0.0024949	0.00233898	0.00219281	0.00205576	0.00192729	0.00180684	0.00169392	0.00158805	0.0014888	0.00139576	0.00130853	0.00122675	0.00115008	0.0010782	0.00101081	0.00094764	0.000888414	0.000832889	0.000780835	0.000732034	0.000686282	0.00064339	0.000603179	0.000565481	0.000530139	0.000497005	0.000465943	0.000436822	0.000409521	0.000383926	0.000359931	0.000337435	0.000316346	0.000296574	0.000278038	6322.96	5823.06	5362.67	4938.67	4548.19	4188.57	3857.39	3552.38	3271.49	3012.81	2774.58	2555.18	2353.14	2167.06	1995.71	1837.9	1692.57	1558.74	1435.48	1321.98	1217.45	1121.18	1032.53	950.891	875.706	806.467	742.703	683.981	629.902	580.1	534.236	491.998	453.101	417.278	384.289	353.907	325.928	300.161	276.431	254.578	234.452	215.918	198.848	183.129	168.652	155.319	143.041	131.733	121.32	111.729	102.897	94.763	87.272	80.3732	74.0197	68.1685	62.7799	57.8172	53.2468	49.0378	45.1614	41.5915	38.3038	35.276	32.4875	29.9195	27.5544	25.3763	23.3704	21.5231	19.8217	18.2549	16.8119	15.483	14.2591	13.132	12.094	11.138	10.2576	9.44676	8.70003	8.01233	7.37899	6.79571	6.25854	5.76383	5.30823	4.88864	4.50221	4.14633	3.81858	3.51674	3.23876	2.98275	2.74698	2.52984	2.32987	2.14571	1.9761	1.8199	1.67604	1.54356	1.42155	1.30918	1.2057	1.11039	1.02262	0.941789	0.867346	0.798786	0.735646	0.677497	0.623944	0.574624	0.529203	0.487372	0.448848	0.413369	0.380694	0.350602	0.322889	0.297366	0.273861	0.252213	0.232277	0.213917	0.197008	0.181435	0.167094	0.153886	0.141722	0.13052	0.120203	0.110701	0.101951	0.0938921	0.0864704	0.0796354	0.0733406	0.0675434	0.0622045	0.0572875	0.0527592	0.0485889	0.0447482	0.041211	0.0379535	0.0349535	0.0321906	0.0296461	0.0273027	0.0251446	0.023157	0.0213266	0.0196408	0.0180883	0.0166585	0.0153417	0.0141291	0.0130122	0.0119837
